iter	MultiClass
0	1.820799819
1	1.744684217
2	1.663011879
3	1.579281543
4	1.512690618
5	1.422205582
6	1.348264932
7	1.290388702
8	1.225720847
9	1.180957623
10	1.129088202
11	1.076419282
12	1.031789847
13	1.005912123
14	0.9725770309
15	0.9386759096
16	0.8930052921
17	0.8570127041
18	0.8292176744
19	0.8041560164
20	0.7742487234
21	0.7593617175
22	0.7301402747
23	0.7062020507
24	0.6924419285
25	0.6750645774
26	0.656316708
27	0.639594251
28	0.6168505667
29	0.6050809044
30	0.593766888
31	0.5848969331
32	0.5680496055
33	0.549072394
34	0.5332721674
35	0.5226823804
36	0.5090558403
37	0.4907358083
38	0.4804476411
39	0.471629632
40	0.4575628336
41	0.4489234702
42	0.4407833076
43	0.431902341
44	0.4209120115
45	0.4040372218
46	0.3947322047
47	0.3828091677
48	0.3726052284
49	0.3629152492
50	0.3546694704
51	0.3475835888
52	0.3401638459
53	0.3324819625
54	0.3242653749
55	0.316481297
56	0.3092675184
57	0.3016422513
58	0.2957304983
59	0.2911123287
60	0.2832521347
61	0.2762763659
62	0.2712997025
63	0.2670355392
64	0.2583638065
65	0.2520636329
66	0.2453298698
67	0.2380093459
68	0.2309004128
69	0.2247703666
70	0.2208062738
71	0.2156009841
72	0.2112091346
73	0.2061936459
74	0.2009235915
75	0.1965629873
76	0.1919627168
77	0.1884878042
78	0.1840080054
79	0.1808144483
80	0.1782953363
81	0.1740713746
82	0.1711543267
83	0.1677217105
84	0.165019077
85	0.16281911
86	0.1604099872
87	0.1585943833
88	0.1554493443
89	0.1523339306
90	0.1499217095
91	0.1480234547
92	0.1464556089
93	0.1445986854
94	0.142346128
95	0.1416151413
96	0.1391322414
97	0.1367376465
98	0.1347610706
99	0.1333379344
100	0.1315092667
101	0.1298081739
102	0.1271191217
103	0.1248854844
104	0.1232625887
105	0.1221605336
106	0.1208192206
107	0.119290905
108	0.1173821193
109	0.1163060604
110	0.1147219795
111	0.1140018039
112	0.1115428048
113	0.110489453
114	0.1083525164
115	0.1063386373
116	0.1055038345
117	0.1043935048
118	0.1029817034
119	0.1017715612
120	0.1008774009
121	0.09899755316
122	0.09775093951
123	0.0966641473
124	0.09548573888
125	0.09432478301
126	0.0932971898
127	0.09199607286
128	0.09093001335
129	0.09006653009
130	0.08892180373
131	0.08829603788
132	0.08684409214
133	0.08561539467
134	0.08479668508
135	0.08410211657
136	0.08342484439
137	0.08245000803
138	0.08167716014
139	0.08109672397
140	0.08042121655
141	0.07936604505
142	0.07902359507
143	0.07780184235
144	0.0768895616
145	0.07607634543
146	0.07467321363
147	0.07435280505
148	0.07371500548
149	0.07300133304
150	0.07217252841
151	0.07178239814
152	0.07112507518
153	0.07057933217
154	0.07000089449
155	0.06940940433
156	0.06873787374
157	0.06838413081
158	0.0678394208
159	0.06750733541
160	0.06688395247
161	0.06634999764
162	0.06554646969
163	0.06517002725
164	0.06464905267
165	0.0643563708
166	0.06376570323
167	0.06316204587
168	0.0627687927
169	0.06226959742
170	0.06168173122
171	0.06127891648
172	0.06089428499
173	0.06035186137
174	0.06002915287
175	0.05947396054
176	0.05901870543
177	0.0586046656
178	0.05823922209
179	0.05772890609
180	0.05748388369
181	0.05715677075
182	0.05692790257
183	0.0565638656
184	0.05632887897
185	0.05594180051
186	0.05563731969
187	0.05525785183
188	0.05461080449
189	0.05420787199
190	0.05383488892
191	0.05346107914
192	0.05317127486
193	0.05286684834
194	0.05251116312
195	0.0521498241
196	0.05190055827
197	0.0515040517
198	0.05130387789
199	0.05102353951
200	0.05076073009
201	0.05028359081
202	0.05005103261
203	0.04985750482
204	0.04967665012
205	0.04932343559
206	0.04905709323
207	0.04870273058
208	0.0484507989
209	0.04835055688
210	0.04815884745
211	0.04794453132
212	0.04766102656
213	0.04716808491
214	0.04669454207
215	0.04627623187
216	0.04604823645
217	0.04573218679
218	0.04552630412
219	0.04526932591
220	0.04496831747
221	0.04480818863
222	0.04446262264
223	0.04423920324
224	0.04405517584
225	0.04375923234
226	0.04338126559
227	0.04317801484
228	0.04304326796
229	0.04278796073
230	0.0425984646
231	0.04239333128
232	0.04210899711
233	0.04196137964
234	0.04166457307
235	0.04143817476
236	0.04126533619
237	0.04118378049
238	0.04102351056
239	0.04071422507
240	0.0403574229
241	0.04019800723
242	0.03997709439
243	0.0398305896
244	0.03974493626
245	0.03956459452
246	0.03934095784
247	0.03920760018
248	0.03904890269
249	0.0388962075
250	0.03883233171
251	0.03867533827
252	0.03852179961
253	0.0383219353
254	0.03816692122
255	0.03784968123
256	0.03770081138
257	0.03733378652
258	0.03719272915
259	0.03704256848
260	0.036918292
261	0.03674132578
262	0.03658804954
263	0.03637329271
264	0.03618132285
265	0.03595414848
266	0.03578118508
267	0.03554258197
268	0.03526675287
269	0.03513673478
270	0.03499324761
271	0.03484973206
272	0.03471930167
273	0.03458987179
274	0.0344102554
275	0.03428702636
276	0.03409997842
277	0.03374368822
278	0.0336085499
279	0.03329308301
280	0.03315378437
281	0.03299910543
282	0.03287167786
283	0.03274956783
284	0.03264328439
285	0.03253953849
286	0.03240867634
287	0.03229529312
288	0.03213828469
289	0.03198275937
290	0.03185690968
291	0.03168450849
292	0.03156840065
293	0.03146377183
294	0.03136039957
295	0.03121544131
296	0.03114468472
297	0.03098040596
298	0.03086876475
299	0.03074496172
300	0.03059636427
301	0.03051175442
302	0.03040688021
303	0.0302813373
304	0.03016685813
305	0.03004793905
306	0.02993605496
307	0.02985630893
308	0.02973759639
309	0.02965210563
310	0.02948847607
311	0.02933674143
312	0.02915141539
313	0.0290199804
314	0.0288243519
315	0.02876164266
316	0.02861403575
317	0.02848626653
318	0.02837730948
319	0.02830586516
320	0.02823587834
321	0.02814617227
322	0.02797844309
323	0.02786770375
324	0.02771980672
325	0.02765339853
326	0.02749470237
327	0.02742123952
328	0.02730411174
329	0.02719826777
330	0.02709537749
331	0.0270338751
332	0.02693626814
333	0.02685042662
334	0.02675731451
335	0.02666099236
336	0.02659109979
337	0.02646916499
338	0.02637982553
339	0.02626372789
340	0.02621296977
341	0.02611709941
342	0.02604593307
343	0.02597690899
344	0.0258650649
345	0.02567544454
346	0.02556510483
347	0.02547455895
348	0.0253706444
349	0.02527514759
350	0.02514515433
351	0.02507775453
352	0.02501553297
353	0.02495620015
354	0.02487242498
355	0.02479675148
356	0.0247011494
357	0.02464161839
358	0.02448905984
359	0.02442949822
360	0.02428927247
361	0.02421825586
362	0.02416245149
363	0.0240340908
364	0.02392677296
365	0.02388228854
366	0.02379848783
367	0.02371502833
368	0.02361244982
369	0.02354492033
370	0.02344903737
371	0.02323840173
372	0.02317894254
373	0.02310538988
374	0.02302695311
375	0.02299107339
376	0.02294732291
377	0.02290552498
378	0.02283974327
379	0.02272427817
380	0.02266446822
381	0.02254177779
382	0.02250312247
383	0.02245201679
384	0.02239905637
385	0.02232163884
386	0.02227681311
387	0.02222345938
388	0.02217540674
389	0.02210964147
390	0.02205465083
391	0.02200975024
392	0.02196165676
393	0.02192336791
394	0.02186920297
395	0.02180402932
396	0.02170371382
397	0.02165925784
398	0.02159777949
399	0.02155454285
400	0.02151343519
401	0.02144607914
402	0.02139493287
403	0.02134195634
404	0.02125644489
405	0.0212033994
406	0.02113213703
407	0.02107251474
408	0.02097494171
409	0.02092762568
410	0.02091813679
411	0.02088303872
412	0.02083342395
413	0.02078312127
414	0.02069550492
415	0.02064477172
416	0.02056933808
417	0.02052987957
418	0.02044649284
419	0.02033908206
420	0.02028693697
421	0.02021183418
422	0.02016965369
423	0.02012895041
424	0.02005207299
425	0.01999857732
426	0.01995861596
427	0.01988187849
428	0.01984728524
429	0.01978705366
430	0.01967828477
431	0.01962856943
432	0.01951785875
433	0.01946623797
434	0.01940179441
435	0.01930409025
436	0.0192665262
437	0.01921346572
438	0.01919031674
439	0.0191491452
440	0.0190863128
441	0.01903626273
442	0.01899715778
443	0.01893542761
444	0.01880065699
445	0.01876048823
446	0.01870433474
447	0.01866338486
448	0.01862688552
449	0.0185670982
450	0.01852265686
451	0.01849169691
452	0.01844603884
453	0.01842253783
454	0.01838253725
455	0.01833557513
456	0.01830072518
457	0.01825092545
458	0.01820775245
459	0.01816670235
460	0.01810499934
461	0.01806981381
462	0.0180345091
463	0.01801144662
464	0.01795213009
465	0.01789616516
466	0.01784886971
467	0.01781840584
468	0.01775444069
469	0.01772184127
470	0.01768509275
471	0.01763066079
472	0.01758852367
473	0.0175537555
474	0.01750037045
475	0.01747494433
476	0.01743718047
477	0.01735771782
478	0.01732159875
479	0.01728101357
480	0.01723816253
481	0.01719907188
482	0.01717213407
483	0.0171227702
484	0.01708472842
485	0.0169954829
486	0.01695261971
487	0.01690915932
488	0.01687681045
489	0.01685187969
490	0.01680428264
491	0.01674149719
492	0.01672141475
493	0.01667263643
494	0.01663397883
495	0.01660038792
496	0.01655725211
497	0.01650023234
498	0.0164665876
499	0.01644628944
500	0.01641993072
501	0.01638649209
502	0.0163656293
503	0.01633247188
504	0.01628237619
505	0.01624907414
506	0.01618368265
507	0.01614409406
508	0.01610280347
509	0.01604332448
510	0.01596813974
511	0.01593289289
512	0.01588756208
513	0.01584991222
514	0.01581167567
515	0.01578493967
516	0.01575675345
517	0.0157213728
518	0.01567204202
519	0.01561311282
520	0.01556147304
521	0.0155182383
522	0.01549761138
523	0.01548077773
524	0.01545607575
525	0.01542290221
526	0.01539241266
527	0.01536434142
528	0.01532790538
529	0.01529655058
530	0.01527712339
531	0.01523755582
532	0.01519763305
533	0.01517082013
534	0.01514679715
535	0.01512311834
536	0.01507527968
537	0.0150577132
538	0.01502422978
539	0.01499060837
540	0.01494104814
541	0.01490539838
542	0.01488684972
543	0.01485781499
544	0.01483351536
545	0.01480299287
546	0.01477932905
547	0.0147683381
548	0.01474783278
549	0.01471833017
550	0.01469391967
551	0.01466280917
552	0.0146343579
553	0.01460710614
554	0.01455190604
555	0.01453638327
556	0.01450484679
557	0.01448057355
558	0.01441541354
559	0.01436490362
560	0.01434996624
561	0.01432212391
562	0.01430691357
563	0.01425750364
564	0.01423957892
565	0.01420538668
566	0.01416884962
567	0.01414096844
568	0.01411392281
569	0.01409419856
570	0.01406439761
571	0.01403581524
572	0.01400183823
573	0.01396627901
574	0.01390962816
575	0.013873816
576	0.0138549726
577	0.01382376375
578	0.01379601708
579	0.01377076833
580	0.01371676052
581	0.01369800003
582	0.01368048726
583	0.01364712913
584	0.01361635464
585	0.01359490029
586	0.01356734042
587	0.01353391724
588	0.01350643419
589	0.01349011219
590	0.01347574009
591	0.01345089216
592	0.01342491877
593	0.01340920135
594	0.01338670928
595	0.01336563286
596	0.01333986564
597	0.01332062188
598	0.01330531199
599	0.01326820233
600	0.01322966392
601	0.01320322021
602	0.01317028506
603	0.01315281604
604	0.01311353879
605	0.01308904973
606	0.01305439563
607	0.01303858501
608	0.01301298126
609	0.0129945843
610	0.01297962853
611	0.01296306608
612	0.01293449488
613	0.01289659193
614	0.01285725935
615	0.01282377258
616	0.01279419997
617	0.01277892717
618	0.01276324323
619	0.01274145789
620	0.01271671354
621	0.0127028736
622	0.01267177668
623	0.01264159434
624	0.01261236674
625	0.01257803818
626	0.01255462484
627	0.01253934209
628	0.01251395602
629	0.01250240982
630	0.01248370638
631	0.01246720445
632	0.0124211145
633	0.01239055924
634	0.01237597225
635	0.01235356038
636	0.01233957044
637	0.01232525196
638	0.01230097893
639	0.01228935721
640	0.01226070266
641	0.01224645399
642	0.01222358095
643	0.01220015557
644	0.01218641651
645	0.01213924804
646	0.01212285423
647	0.01209388313
648	0.01205823332
649	0.01204375466
650	0.01201236323
651	0.01199919146
652	0.01198101319
653	0.01196712925
654	0.01193991532
655	0.01192279019
656	0.01190023416
657	0.01188680938
658	0.01183760763
659	0.01182433802
660	0.01180438662
661	0.01178321781
662	0.01176650719
663	0.01174656607
664	0.01172898564
665	0.0117100957
666	0.01169659614
667	0.01167854718
668	0.01163650658
669	0.01161057726
670	0.01159482532
671	0.01157541732
672	0.0115629005
673	0.0115481986
674	0.01152355038
675	0.01150598316
676	0.01149324219
677	0.01148442802
678	0.01146334763
679	0.01144525858
680	0.01142851315
681	0.01141381068
682	0.01138818026
683	0.01138223602
684	0.01137127603
685	0.01135412415
686	0.01132487725
687	0.01131297338
688	0.01128087651
689	0.01126466453
690	0.01124962693
691	0.01123087379
692	0.01120659455
693	0.01117596905
694	0.01114744936
695	0.01112685687
696	0.01110667283
697	0.0110929832
698	0.01108247926
699	0.01107212465
700	0.01104332493
701	0.01103064895
702	0.01101757407
703	0.01100134481
704	0.01097633336
705	0.01095529835
706	0.01094089043
