iter	MultiClass
707	0.0109196633
708	0.01090585166
709	0.01088613321
710	0.01084280316
711	0.01081551933
712	0.01080389436
713	0.01079349054
714	0.01078045662
715	0.01077169712
716	0.01074418836
717	0.01072792277
718	0.01071743788
719	0.01070133024
720	0.01067951797
721	0.01066057796
722	0.01064350376
723	0.01062443126
724	0.01060762667
725	0.01059556871
726	0.01058233791
727	0.01056728389
728	0.01054944762
729	0.0105345632
730	0.01052302603
731	0.0105055294
732	0.01048605807
733	0.01047522739
734	0.01045727784
735	0.01044639445
736	0.01043294391
737	0.01041200452
738	0.0104015386
739	0.01039153711
740	0.01037765372
741	0.0103656928
742	0.01034384593
743	0.01031868519
744	0.01029061499
745	0.01028221897
746	0.01027370755
747	0.01025901358
748	0.01024608899
749	0.01023531885
750	0.01021997581
751	0.01021008341
752	0.01020008475
753	0.01019168837
754	0.01018227571
755	0.01017250538
756	0.01015866216
757	0.01014093924
758	0.0101282242
759	0.0101162948
760	0.01010073376
761	0.0100913504
762	0.01007734326
763	0.01006588336
764	0.01004406231
765	0.01002637233
766	0.01001304792
767	0.009994321848
768	0.009985433982
769	0.009971192233
770	0.009961640363
771	0.009952445981
772	0.009943519211
773	0.009932500331
774	0.009916618185
775	0.009903800423
776	0.009893314529
777	0.009877656176
778	0.009867306293
779	0.009855340661
780	0.009846831933
781	0.009841283957
782	0.009832371868
783	0.009825288092
784	0.009815405203
785	0.009806470973
786	0.009790318963
787	0.009780586565
788	0.009767943329
789	0.009750071898
790	0.009734489257
791	0.009726693292
792	0.009714013683
793	0.009705751545
794	0.009697056708
795	0.009680032648
796	0.00965757165
797	0.00964375828
798	0.009616966172
799	0.00958618944
800	0.009572026953
801	0.009558658468
802	0.009538876139
803	0.009530999846
804	0.009520770713
805	0.009505045626
806	0.00949687151
807	0.009480525409
808	0.009472367062
809	0.009461084922
810	0.009448893263
811	0.009439177326
812	0.009426732065
813	0.009414269694
814	0.009404594641
815	0.00939338792
816	0.009381202806
817	0.009367860489
818	0.00935485458
819	0.00934701785
820	0.009319378463
821	0.009311857414
822	0.00930643437
823	0.009288580647
824	0.009278380378
825	0.009269793368
826	0.009260431576
827	0.009250299573
828	0.009222809354
829	0.009202799078
830	0.009191576186
831	0.009181751329
832	0.009173179759
833	0.009163350561
834	0.009154764431
835	0.009134459301
836	0.009127001078
837	0.009116725477
838	0.009109069501
839	0.009098180523
840	0.009088084143
841	0.009072357912
842	0.009064446326
843	0.009055322454
844	0.009042111818
845	0.009026266287
846	0.009017062004
847	0.008994926353
848	0.008987332875
849	0.008980226989
850	0.008968367449
851	0.008958872699
852	0.008948944693
853	0.008940296124
854	0.008933771662
855	0.008924662319
856	0.008915923382
857	0.008905971744
858	0.008898645067
859	0.00888346845
860	0.008869123013
861	0.008859263447
862	0.008849486836
863	0.00883809277
864	0.008835794396
865	0.008814951411
866	0.008789831322
867	0.008780303026
868	0.008772888343
869	0.008762225589
870	0.008754807106
871	0.008741730417
872	0.00872796249
873	0.008713006324
874	0.00870756091
875	0.008695069397
876	0.008686687796
877	0.008677762134
878	0.008661068554
879	0.008648701133
880	0.008626268474
881	0.008619443969
882	0.008611993324
883	0.008601836349
884	0.008588475069
885	0.008577619832
886	0.00856529992
887	0.008558608782
888	0.00854821814
889	0.008542525431
890	0.00853171166
891	0.008525752767
892	0.008509737998
893	0.008502484664
894	0.008491244749
895	0.008477123472
896	0.008457544013
897	0.00843907593
898	0.008430319241
899	0.008421012027
900	0.008413601786
901	0.008405116735
902	0.008393395127
903	0.0083792031
904	0.008363607214
905	0.008354377021
906	0.008347462957
907	0.008335786344
908	0.008327276886
909	0.008316307141
910	0.008308036849
911	0.008295224515
912	0.008283850482
913	0.008274853466
914	0.008269069993
915	0.008261471889
916	0.008249922666
917	0.008243843437
918	0.008232580139
919	0.008226544723
920	0.00822017798
921	0.008214610404
922	0.00821012055
923	0.008193764889
924	0.008181316552
925	0.008175950008
926	0.008170048763
927	0.008159919781
928	0.008151744363
929	0.008145372377
930	0.008131146661
931	0.008124613582
932	0.008111207404
933	0.008102451811
934	0.008092417215
935	0.008085956762
936	0.008080802032
937	0.008071821965
938	0.008061110355
939	0.008053325215
940	0.008044383606
941	0.008036734543
942	0.008023059671
943	0.00801451325
944	0.008006316583
945	0.00799809872
946	0.00798946945
947	0.007985358522
948	0.007972648154
949	0.007965849103
950	0.007948348907
951	0.007942265492
952	0.007926584074
953	0.007920224735
954	0.007909648124
955	0.007904675497
956	0.00789515766
957	0.007882937561
958	0.007874828746
959	0.007865497931
960	0.007855629867
961	0.007844894583
962	0.007839027301
963	0.007826014298
964	0.00782024199
965	0.007814383889
966	0.007794999159
967	0.007789274814
968	0.007775059611
969	0.007757622843
970	0.007752224319
971	0.007740452374
972	0.007732922308
973	0.007723498793
974	0.007717705223
975	0.007698897257
976	0.007688760194
977	0.007680986289
978	0.007672689212
979	0.00766755051
980	0.007658047833
981	0.007643598633
982	0.007639010533
983	0.007632014629
984	0.007622593899
985	0.007615474326
986	0.007606403653
987	0.007601203978
988	0.007581431726
989	0.007575550625
990	0.007567860076
991	0.007562024661
992	0.007554774131
993	0.007549269972
994	0.007542845013
995	0.007537023164
996	0.007526506949
997	0.007519401296
998	0.007507174789
999	0.007502012558
